year,month,latitude,scenario,temperature
2006,10,52,A1B,276.53
2007,10,52,A1B,276.46
2008,10,52,A1B,278.76
2009,10,52,A1B,275.1
2010,10,52,A1B,276.29
2011,10,52,A1B,276.81
2012,10,52,A1B,277.64
2013,10,52,A1B,274.32
2014,10,52,A1B,275.64
2015,10,52,A1B,275
2016,10,52,A1B,276.61
2017,10,52,A1B,279.29
2018,10,52,A1B,272.5
2019,10,52,A1B,278.52
2020,10,52,A1B,274.7
2021,10,52,A1B,274.76
2022,10,52,A1B,277.98
2023,10,52,A1B,274.12
2024,10,52,A1B,275.49
2025,10,52,A1B,277.84
2026,10,52,A1B,277.57
2027,10,52,A1B,277.17
2028,10,52,A1B,276.12
2029,10,52,A1B,280.37
2030,10,52,A1B,275.33
2031,10,52,A1B,276.19
2032,10,52,A1B,278.18
2033,10,52,A1B,275.01
2034,10,52,A1B,278.73
2035,10,52,A1B,280.96
2036,10,52,A1B,277.92
2037,10,52,A1B,275.46
2038,10,52,A1B,277.68
2039,10,52,A1B,274.99
2040,10,52,A1B,278.5
2041,10,52,A1B,276.38
2042,10,52,A1B,278.67
2043,10,52,A1B,274.66
2044,10,52,A1B,277
2045,10,52,A1B,280.41
2046,10,52,A1B,276.09
2047,10,52,A1B,277.52
2048,10,52,A1B,280.35
2049,10,52,A1B,276.52
2050,10,52,A1B,275.67
2051,10,52,A1B,273.74
2052,10,52,A1B,275.7
2053,10,52,A1B,276.65
2054,10,52,A1B,277.85
2055,10,52,A1B,278.53
2056,10,52,A1B,280.94
2057,10,52,A1B,277.24
2058,10,52,A1B,274.8
2059,10,52,A1B,278.7
2060,10,52,A1B,279.93
2061,10,52,A1B,278.06
2062,10,52,A1B,277.35
2063,10,52,A1B,281.07
2064,10,52,A1B,274.25
2065,10,52,A1B,279.19
2066,10,52,A1B,280.45
2067,10,52,A1B,278.64
2068,10,52,A1B,275.61
2069,10,52,A1B,275.68
2070,10,52,A1B,276.65
2071,10,52,A1B,279.14
2072,10,52,A1B,281.06
2073,10,52,A1B,279.3
2074,10,52,A1B,279.51
2075,10,52,A1B,278.74
2076,10,52,A1B,277.88
2077,10,52,A1B,279.94
2078,10,52,A1B,278.16
2079,10,52,A1B,276.09
2080,10,52,A1B,278.82
2081,10,52,A1B,280.96
2082,10,52,A1B,281.77
2083,10,52,A1B,278
2084,10,52,A1B,280.92
2085,10,52,A1B,275.73
2086,10,52,A1B,275.43
2087,10,52,A1B,278.14
2088,10,52,A1B,279.7
2089,10,52,A1B,281.19
2090,10,52,A1B,279.98
2091,10,52,A1B,280.55
2092,10,52,A1B,281.59
2093,10,52,A1B,276.27
2094,10,52,A1B,277.69
2095,10,52,A1B,279.94
2096,10,52,A1B,280.1
2097,10,52,A1B,278.4
2098,10,52,A1B,282.18
2099,10,52,A1B,279.64
2100,10,52,A1B,277.49
2001,11,52,A1B,270.03
2002,11,52,A1B,272.28
2003,11,52,A1B,269.75
2004,11,52,A1B,271.95
2005,11,52,A1B,267.65
2006,11,52,A1B,265.88
2007,11,52,A1B,269.46
2008,11,52,A1B,272.51
2009,11,52,A1B,270.71
2010,11,52,A1B,271.3
2011,11,52,A1B,268.14
2012,11,52,A1B,270.63
2013,11,52,A1B,270.7
2014,11,52,A1B,271.64
2015,11,52,A1B,267.5
2016,11,52,A1B,267.22
2017,11,52,A1B,268.5
2018,11,52,A1B,267.54
2019,11,52,A1B,263.73
2020,11,52,A1B,268.36
2021,11,52,A1B,267.96
2022,11,52,A1B,267.65
2023,11,52,A1B,265.16
2024,11,52,A1B,269.82
2025,11,52,A1B,269.74
2026,11,52,A1B,271.09
2027,11,52,A1B,269.85
2028,11,52,A1B,268.55
2029,11,52,A1B,267.98
2030,11,52,A1B,270.52
2031,11,52,A1B,270.3
2032,11,52,A1B,271.15
2033,11,52,A1B,270.33
2034,11,52,A1B,268.12
2035,11,52,A1B,271.21
2036,11,52,A1B,269.05
2037,11,52,A1B,266.56
2038,11,52,A1B,267.92
2039,11,52,A1B,270
2040,11,52,A1B,272.59
2041,11,52,A1B,273.95
2042,11,52,A1B,269.26
2043,11,52,A1B,269.5
2044,11,52,A1B,270.85
2045,11,52,A1B,269.78
2046,11,52,A1B,271.48
2047,11,52,A1B,269.85
2048,11,52,A1B,269.29
2049,11,52,A1B,271.15
2050,11,52,A1B,266.63
2051,11,52,A1B,269.9
2052,11,52,A1B,272.05
2053,11,52,A1B,273.43
2054,11,52,A1B,273.96
2055,11,52,A1B,270.69
2056,11,52,A1B,274.06
2057,11,52,A1B,272.62
2058,11,52,A1B,269.54
2059,11,52,A1B,268.9
2060,11,52,A1B,271.78
2061,11,52,A1B,273.02
2062,11,52,A1B,271.36
2063,11,52,A1B,270.87
2064,11,52,A1B,270.62
2065,11,52,A1B,273.31
2066,11,52,A1B,272.36
2067,11,52,A1B,272.18
2068,11,52,A1B,273.17
2069,11,52,A1B,272.55
2070,11,52,A1B,270.91
2071,11,52,A1B,271.83
2072,11,52,A1B,273.43
2073,11,52,A1B,270.68
2074,11,52,A1B,270.1
2075,11,52,A1B,272.99
2076,11,52,A1B,272.75
2077,11,52,A1B,271.17
2078,11,52,A1B,270.75
2079,11,52,A1B,268.71
2080,11,52,A1B,272.2
2081,11,52,A1B,271.96
2082,11,52,A1B,269.33
2083,11,52,A1B,270.35
2084,11,52,A1B,273.4
2085,11,52,A1B,272.27
2086,11,52,A1B,271.05
2087,11,52,A1B,274.72
2088,11,52,A1B,270.31
2089,11,52,A1B,270.95
2090,11,52,A1B,273.03
2091,11,52,A1B,270.59
2092,11,52,A1B,273.32
2093,11,52,A1B,273.24
2094,11,52,A1B,273.61
2095,11,52,A1B,266.67
2096,11,52,A1B,271.55
2097,11,52,A1B,272.7
2098,11,52,A1B,272
2099,11,52,A1B,273.1
2100,11,52,A1B,274.03
2001,12,52,A1B,261.81
2002,12,52,A1B,261.87
2003,12,52,A1B,262.58
2004,12,52,A1B,263.61
2005,12,52,A1B,258.3
2006,12,52,A1B,267.62
2007,12,52,A1B,255.88
2008,12,52,A1B,259.29
2009,12,52,A1B,267.91
2010,12,52,A1B,264.4
2011,12,52,A1B,256.73
2012,12,52,A1B,261.86
2013,12,52,A1B,261.47
2014,12,52,A1B,263.71
2015,12,52,A1B,261.08
2016,12,52,A1B,261.34
2017,12,52,A1B,265.17
2018,12,52,A1B,255.16
2019,12,52,A1B,261.11
2020,12,52,A1B,260.76
2021,12,52,A1B,256.93
2022,12,52,A1B,259.48
2023,12,52,A1B,260.03
2024,12,52,A1B,260.62
2025,12,52,A1B,264.46
2026,12,52,A1B,266.54
2027,12,52,A1B,261.21
2028,12,52,A1B,257.63
2029,12,52,A1B,263.72
2030,12,52,A1B,262.37
2031,12,52,A1B,260.05
2032,12,52,A1B,260.33
2033,12,52,A1B,266.73
2034,12,52,A1B,265.32
2035,12,52,A1B,258.38
2036,12,52,A1B,262.25
2037,12,52,A1B,262.8
2038,12,52,A1B,263.31
2039,12,52,A1B,260.3
2040,12,52,A1B,260.36
2041,12,52,A1B,267.54
2042,12,52,A1B,266.79
2043,12,52,A1B,264.18
2044,12,52,A1B,267.97
2045,12,52,A1B,267.1
2046,12,52,A1B,263.3
2047,12,52,A1B,264.8
2048,12,52,A1B,256.66
2049,12,52,A1B,266.08
2050,12,52,A1B,264.51
2051,12,52,A1B,265.36
2052,12,52,A1B,262.29
2053,12,52,A1B,262.01
2054,12,52,A1B,268.41
2055,12,52,A1B,261.74
2056,12,52,A1B,267.85
2057,12,52,A1B,268.4
2058,12,52,A1B,260.63
2059,12,52,A1B,261.35
2060,12,52,A1B,268.57
2061,12,52,A1B,263.25
2062,12,52,A1B,262.96
2063,12,52,A1B,265.32
2064,12,52,A1B,267.01
2065,12,52,A1B,270.09
2066,12,52,A1B,271.75
2067,12,52,A1B,271.14
2068,12,52,A1B,263.07
2069,12,52,A1B,269.99
2070,12,52,A1B,266.59
2071,12,52,A1B,261.72
2072,12,52,A1B,270.69
2073,12,52,A1B,260.68
2074,12,52,A1B,265.62
2075,12,52,A1B,263.65
2076,12,52,A1B,271.08
2077,12,52,A1B,264.02
2078,12,52,A1B,264.88
2079,12,52,A1B,265.94
2080,12,52,A1B,258
2081,12,52,A1B,268.83
2082,12,52,A1B,266.34
2083,12,52,A1B,271.69
2084,12,52,A1B,269.26
2085,12,52,A1B,262.82
2086,12,52,A1B,263.41
2087,12,52,A1B,268.03
2088,12,52,A1B,263.59
2089,12,52,A1B,265.3
2090,12,52,A1B,270.08
2091,12,52,A1B,265.02
2092,12,52,A1B,266.01
2093,12,52,A1B,264.26
2094,12,52,A1B,258.68
2095,12,52,A1B,263.6
2096,12,52,A1B,272.37
2097,12,52,A1B,264.95
2098,12,52,A1B,265.95
2099,12,52,A1B,266.9
2100,12,52,A1B,270.53
2001,1,54,A1B,251.63
2002,1,54,A1B,251.14
2003,1,54,A1B,250.7
2004,1,54,A1B,252.25
2005,1,54,A1B,256.11
2006,1,54,A1B,253.15
2007,1,54,A1B,258.26
2008,1,54,A1B,253.1
2009,1,54,A1B,254.87
2010,1,54,A1B,249.61
2011,1,54,A1B,253.11
2012,1,54,A1B,254.6
2013,1,54,A1B,257.31
2014,1,54,A1B,253.52
2015,1,54,A1B,250.77
2016,1,54,A1B,252.27
2017,1,54,A1B,254.32
2018,1,54,A1B,259.48
2019,1,54,A1B,246.03
2020,1,54,A1B,250.84
2021,1,54,A1B,257.86
2022,1,54,A1B,260.92
2023,1,54,A1B,256.29
2024,1,54,A1B,251.83
2025,1,54,A1B,254.95
2026,1,54,A1B,255.81
2027,1,54,A1B,252.61
2028,1,54,A1B,252.81
2029,1,54,A1B,252.94
2030,1,54,A1B,249.89
2031,1,54,A1B,253.43
2032,1,54,A1B,264.31
2033,1,54,A1B,259.08
2034,1,54,A1B,254.95
2035,1,54,A1B,258.84
2036,1,54,A1B,260.72
2037,1,54,A1B,255.86
2038,1,54,A1B,253.83
2039,1,54,A1B,258.04
2040,1,54,A1B,249.79
2041,1,54,A1B,248.07
2042,1,54,A1B,254.71
2043,1,54,A1B,258.37
2044,1,54,A1B,252.27
2045,1,54,A1B,258.72
2046,1,54,A1B,256.44
2047,1,54,A1B,255.98
2048,1,54,A1B,256.53
2049,1,54,A1B,250.27
2050,1,54,A1B,253.13
2051,1,54,A1B,251.44
2052,1,54,A1B,256.7
2053,1,54,A1B,255.38
2054,1,54,A1B,253.28
2055,1,54,A1B,258.97
2056,1,54,A1B,251.41
2057,1,54,A1B,260.22
2058,1,54,A1B,259.9
2059,1,54,A1B,255.48
2060,1,54,A1B,255.56
2061,1,54,A1B,255.04
2062,1,54,A1B,263.58
2063,1,54,A1B,257.91
2064,1,54,A1B,255.27
2065,1,54,A1B,252.5
2066,1,54,A1B,258.94
2067,1,54,A1B,253.63
2068,1,54,A1B,263.55
2069,1,54,A1B,257.82
2070,1,54,A1B,267.15
2071,1,54,A1B,256.37
2072,1,54,A1B,253.16
2073,1,54,A1B,251.79
2074,1,54,A1B,259.6
2075,1,54,A1B,260.94
2076,1,54,A1B,257.91
2077,1,54,A1B,258.77
2078,1,54,A1B,260.14
2079,1,54,A1B,259.33
2080,1,54,A1B,256.69
2081,1,54,A1B,259.01
2082,1,54,A1B,259.44
2083,1,54,A1B,262.17
2084,1,54,A1B,261.62
2085,1,54,A1B,253.47
2086,1,54,A1B,261.1
2087,1,54,A1B,264.45
2088,1,54,A1B,253.82
2089,1,54,A1B,261.31
2090,1,54,A1B,255.72
2091,1,54,A1B,266.63
2092,1,54,A1B,268.3
2093,1,54,A1B,259.4
2094,1,54,A1B,255.76
2095,1,54,A1B,256.53
2096,1,54,A1B,261.99
2097,1,54,A1B,265.23
2098,1,54,A1B,263.46
2099,1,54,A1B,263.72
2100,1,54,A1B,258.51
2001,2,54,A1B,255.9
2002,2,54,A1B,252.38
2003,2,54,A1B,252.36
2004,2,54,A1B,250.89
2005,2,54,A1B,251.58
2006,2,54,A1B,247.15
2007,2,54,A1B,258.91
2008,2,54,A1B,250.12
2009,2,54,A1B,256.57
2010,2,54,A1B,249.82
2011,2,54,A1B,257.04
2012,2,54,A1B,245.14
2013,2,54,A1B,259.88
2014,2,54,A1B,255.12
2015,2,54,A1B,261.6
2016,2,54,A1B,252.75
2017,2,54,A1B,256.51
2018,2,54,A1B,260.46
2019,2,54,A1B,250.66
2020,2,54,A1B,258.12
2021,2,54,A1B,250.2
2022,2,54,A1B,257.51
2023,2,54,A1B,253.32
2024,2,54,A1B,254.47
2025,2,54,A1B,256.15
2026,2,54,A1B,246.81
2027,2,54,A1B,258.82
2028,2,54,A1B,260.81
2029,2,54,A1B,252.98
2030,2,54,A1B,251.6
2031,2,54,A1B,260.54
2032,2,54,A1B,254.85
2033,2,54,A1B,252.36
2034,2,54,A1B,259.5
2035,2,54,A1B,253.1
2036,2,54,A1B,255.18
2037,2,54,A1B,258.5
2038,2,54,A1B,255.6
2039,2,54,A1B,258.02
2040,2,54,A1B,257.55
2041,2,54,A1B,251.82
2042,2,54,A1B,253.13
2043,2,54,A1B,254.36
2044,2,54,A1B,254.92
2045,2,54,A1B,257.05
2046,2,54,A1B,246.7
2047,2,54,A1B,258.22
2048,2,54,A1B,263.38
2049,2,54,A1B,260.99
2050,2,54,A1B,260.52
2051,2,54,A1B,263.27
2052,2,54,A1B,259.02
2053,2,54,A1B,261.48
2054,2,54,A1B,260.38
2055,2,54,A1B,260.16
2056,2,54,A1B,256.35
2057,2,54,A1B,255.41
2058,2,54,A1B,265.06
2059,2,54,A1B,258.86
2060,2,54,A1B,259.96
2061,2,54,A1B,262.7
2062,2,54,A1B,261.43
2063,2,54,A1B,262.18
2064,2,54,A1B,259.76
2065,2,54,A1B,260.19
2066,2,54,A1B,262.82
2067,2,54,A1B,262.13
2068,2,54,A1B,262.11
2069,2,54,A1B,250.8
2070,2,54,A1B,256.42
2071,2,54,A1B,256.6
2072,2,54,A1B,253.05
2073,2,54,A1B,253.69
2074,2,54,A1B,256.63
2075,2,54,A1B,256.87
2076,2,54,A1B,260.78
2077,2,54,A1B,264.54
2078,2,54,A1B,259.43
2079,2,54,A1B,267.64
2080,2,54,A1B,251.34
2081,2,54,A1B,263.39
2082,2,54,A1B,258.18
2083,2,54,A1B,265.31
2084,2,54,A1B,264.23
2085,2,54,A1B,258.65
2086,2,54,A1B,260.26
2087,2,54,A1B,265.07
2088,2,54,A1B,254.92
2089,2,54,A1B,262.37
2090,2,54,A1B,255.75
2091,2,54,A1B,260.36
2092,2,54,A1B,266.16
2093,2,54,A1B,252.03
2094,2,54,A1B,261.74
2095,2,54,A1B,259.69
2096,2,54,A1B,259.49
2097,2,54,A1B,262.11
2098,2,54,A1B,254.99
2099,2,54,A1B,264.38
2100,2,54,A1B,262.29
2001,3,54,A1B,255.46
2002,3,54,A1B,259.13
2003,3,54,A1B,258.91
2004,3,54,A1B,267.49
2005,3,54,A1B,265.06
2006,3,54,A1B,262.09
2007,3,54,A1B,256.39
2008,3,54,A1B,269.81
2009,3,54,A1B,261.56
2010,3,54,A1B,256.34
2011,3,54,A1B,263.75
2012,3,54,A1B,259.9
2013,3,54,A1B,261.74
2014,3,54,A1B,260.37
2015,3,54,A1B,269.43
2016,3,54,A1B,262.6
2017,3,54,A1B,264.43
2018,3,54,A1B,268.59
2019,3,54,A1B,255.67
2020,3,54,A1B,265.26
2021,3,54,A1B,262.29
2022,3,54,A1B,258.49
2023,3,54,A1B,265.15
2024,3,54,A1B,257.95
2025,3,54,A1B,266.99
2026,3,54,A1B,258.8
2027,3,54,A1B,265.74
2028,3,54,A1B,253.77
2029,3,54,A1B,258.37
2030,3,54,A1B,264.38
2031,3,54,A1B,266.81
2032,3,54,A1B,260.07
2033,3,54,A1B,265.14
2034,3,54,A1B,259.95
2035,3,54,A1B,260.58
2036,3,54,A1B,269.64
2037,3,54,A1B,262.24
2038,3,54,A1B,262.27
2039,3,54,A1B,257.92
2040,3,54,A1B,259.12
2041,3,54,A1B,264.62
2042,3,54,A1B,259.22
2043,3,54,A1B,262.24
2044,3,54,A1B,261.08
2045,3,54,A1B,262.9
2046,3,54,A1B,265.68
2047,3,54,A1B,264.85
2048,3,54,A1B,264.38
2049,3,54,A1B,268.53
2050,3,54,A1B,260.89
2051,3,54,A1B,261.02
2052,3,54,A1B,268.13
2053,3,54,A1B,267.95
2054,3,54,A1B,268.89
2055,3,54,A1B,267.27
2056,3,54,A1B,262.07
2057,3,54,A1B,259.77
2058,3,54,A1B,263.42
2059,3,54,A1B,259.34
2060,3,54,A1B,260.2
2061,3,54,A1B,261.67
2062,3,54,A1B,258.78
2063,3,54,A1B,263.19
2064,3,54,A1B,264.24
2065,3,54,A1B,265.53
2066,3,54,A1B,263.87
2067,3,54,A1B,267.05
2068,3,54,A1B,268.5
2069,3,54,A1B,262.02
2070,3,54,A1B,265.16
2071,3,54,A1B,259.01
2072,3,54,A1B,258.53
2073,3,54,A1B,263.81
2074,3,54,A1B,262.21
2075,3,54,A1B,272
2076,3,54,A1B,264.46
2077,3,54,A1B,262.84
2078,3,54,A1B,258.84
2079,3,54,A1B,267.46
2080,3,54,A1B,258.21
2081,3,54,A1B,265.43
2082,3,54,A1B,265.87
2083,3,54,A1B,272.77
2084,3,54,A1B,265.95
2085,3,54,A1B,256.19
2086,3,54,A1B,264.29
2087,3,54,A1B,266.29
2088,3,54,A1B,268.91
2089,3,54,A1B,269.17
2090,3,54,A1B,267.77
2091,3,54,A1B,272.12
2092,3,54,A1B,264.78
2093,3,54,A1B,266.44
2094,3,54,A1B,266.04
2095,3,54,A1B,265
2096,3,54,A1B,266.6
2097,3,54,A1B,263.22
2098,3,54,A1B,261.11
2099,3,54,A1B,262.65
2100,3,54,A1B,256.07
2001,4,54,A1B,274.01
2002,4,54,A1B,271.47
2003,4,54,A1B,272.53
2004,4,54,A1B,273.77
2005,4,54,A1B,272.07
2006,4,54,A1B,273.2
2007,4,54,A1B,272.29
2008,4,54,A1B,273.99
2009,4,54,A1B,275.56
2010,4,54,A1B,272.87
2011,4,54,A1B,274.03
2012,4,54,A1B,273.08
2013,4,54,A1B,272.81
2014,4,54,A1B,276.02
2015,4,54,A1B,271.44
2016,4,54,A1B,273.3
2017,4,54,A1B,274.21
2018,4,54,A1B,275.74
2019,4,54,A1B,269.96
2020,4,54,A1B,269.61
2021,4,54,A1B,269.66
2022,4,54,A1B,276.15
2023,4,54,A1B,267.72
2024,4,54,A1B,270.09
2025,4,54,A1B,271.27
2026,4,54,A1B,273
2027,4,54,A1B,269.87
2028,4,54,A1B,268.8
2029,4,54,A1B,270.01
2030,4,54,A1B,275.96
2031,4,54,A1B,273.62
2032,4,54,A1B,272.4
2033,4,54,A1B,273.87
2034,4,54,A1B,267.6
2035,4,54,A1B,276.71
2036,4,54,A1B,273.14
2037,4,54,A1B,272.33
2038,4,54,A1B,272.65
2039,4,54,A1B,275.46
2040,4,54,A1B,266.72
2041,4,54,A1B,271.32
2042,4,54,A1B,270.15
2043,4,54,A1B,272.69
2044,4,54,A1B,273.91
2045,4,54,A1B,276.56
2046,4,54,A1B,274.77
2047,4,54,A1B,270.95
2048,4,54,A1B,270.37
2049,4,54,A1B,275.68
2050,4,54,A1B,271.81
2051,4,54,A1B,269.12
2052,4,54,A1B,276.52
2053,4,54,A1B,264
2054,4,54,A1B,275.13
2055,4,54,A1B,275.59
2056,4,54,A1B,271.8
2057,4,54,A1B,269.92
2058,4,54,A1B,271.66
2059,4,54,A1B,274.85
2060,4,54,A1B,269.72
2061,4,54,A1B,276.01
2062,4,54,A1B,277.9
2063,4,54,A1B,268.55
2064,4,54,A1B,271.72
2065,4,54,A1B,273.62
2066,4,54,A1B,273.03
2067,4,54,A1B,275.21
2068,4,54,A1B,275.45
2069,4,54,A1B,273.14
2070,4,54,A1B,274.8
2071,4,54,A1B,272.22
2072,4,54,A1B,275.24
2073,4,54,A1B,270.8
2074,4,54,A1B,278.29
2075,4,54,A1B,274.17
2076,4,54,A1B,273.15
2077,4,54,A1B,275.01
2078,4,54,A1B,272.07
2079,4,54,A1B,274.2
2080,4,54,A1B,274.06
2081,4,54,A1B,274.62
2082,4,54,A1B,275.85
2083,4,54,A1B,276.56
2084,4,54,A1B,274.88
2085,4,54,A1B,270.53
2086,4,54,A1B,275.35
2087,4,54,A1B,275.59
2088,4,54,A1B,276.85
2089,4,54,A1B,272.71
2090,4,54,A1B,272.13
2091,4,54,A1B,276
2092,4,54,A1B,273.59
2093,4,54,A1B,276.16
2094,4,54,A1B,271.48
2095,4,54,A1B,273.33
2096,4,54,A1B,275
2097,4,54,A1B,272.75
2098,4,54,A1B,275.38
2099,4,54,A1B,275.13
2100,4,54,A1B,272.16
2001,5,54,A1B,278.28
2002,5,54,A1B,276.68
2003,5,54,A1B,277.14
2004,5,54,A1B,277.79
2005,5,54,A1B,281.81
2006,5,54,A1B,281.54
2007,5,54,A1B,277.94
2008,5,54,A1B,281.33
2009,5,54,A1B,278.39
2010,5,54,A1B,281.07
2011,5,54,A1B,277.12
2012,5,54,A1B,277.57
2013,5,54,A1B,278.74
2014,5,54,A1B,283.89
2015,5,54,A1B,277.55
2016,5,54,A1B,275.71
2017,5,54,A1B,280.69
2018,5,54,A1B,277.8
2019,5,54,A1B,279.45
2020,5,54,A1B,279.05
2021,5,54,A1B,279.38
2022,5,54,A1B,281.45
2023,5,54,A1B,278.95
2024,5,54,A1B,276.85
2025,5,54,A1B,279.26
2026,5,54,A1B,280.18
2027,5,54,A1B,278.42
2028,5,54,A1B,278.36
2029,5,54,A1B,280.18
2030,5,54,A1B,278.61
2031,5,54,A1B,280.38
2032,5,54,A1B,278.74
2033,5,54,A1B,279.73
2034,5,54,A1B,280.93
2035,5,54,A1B,282.59
2036,5,54,A1B,278.7
2037,5,54,A1B,282.8
2038,5,54,A1B,282.62
2039,5,54,A1B,279.88
2040,5,54,A1B,278.86
2041,5,54,A1B,277.94
2042,5,54,A1B,277.58
2043,5,54,A1B,278.28
2044,5,54,A1B,277.34
2045,5,54,A1B,282.93
2046,5,54,A1B,281.02
2047,5,54,A1B,276.91
2048,5,54,A1B,280.23
2049,5,54,A1B,280.95
2050,5,54,A1B,279.15
2051,5,54,A1B,281.9
2052,5,54,A1B,283.84
2053,5,54,A1B,279.11
2054,5,54,A1B,277.82
2055,5,54,A1B,280.03
2056,5,54,A1B,280.99
2057,5,54,A1B,279.15
2058,5,54,A1B,279.41
2059,5,54,A1B,282.59
2060,5,54,A1B,278.01
2061,5,54,A1B,282.39
2062,5,54,A1B,281.16
2063,5,54,A1B,283.15
2064,5,54,A1B,276.44
2065,5,54,A1B,280.86
2066,5,54,A1B,279.58
2067,5,54,A1B,282.28
2068,5,54,A1B,281.17
2069,5,54,A1B,279.55
2070,5,54,A1B,283.48
2071,5,54,A1B,279.67
2072,5,54,A1B,278.75
2073,5,54,A1B,278.9
2074,5,54,A1B,282.21
2075,5,54,A1B,280.6
2076,5,54,A1B,283.9
2077,5,54,A1B,281.17
2078,5,54,A1B,280.79
2079,5,54,A1B,280.11
2080,5,54,A1B,281.67
2081,5,54,A1B,282.74
2082,5,54,A1B,282.89
2083,5,54,A1B,280.54
2084,5,54,A1B,285.76
2085,5,54,A1B,282.38
2086,5,54,A1B,279.27
2087,5,54,A1B,280.48
2088,5,54,A1B,280.66
2089,5,54,A1B,280.54
2090,5,54,A1B,277.8
2091,5,54,A1B,280.44
2092,5,54,A1B,280.59
2093,5,54,A1B,283.32
2094,5,54,A1B,281.74
2095,5,54,A1B,282.29
2096,5,54,A1B,280.62
2097,5,54,A1B,278.51
2098,5,54,A1B,279.41
2099,5,54,A1B,279.18
2100,5,54,A1B,279.9
2001,6,54,A1B,285.09
2002,6,54,A1B,286.33
2003,6,54,A1B,283.96
2004,6,54,A1B,285.3
2005,6,54,A1B,285.33
2006,6,54,A1B,288.44
2007,6,54,A1B,286.43
2008,6,54,A1B,284.56
2009,6,54,A1B,286.26
2010,6,54,A1B,285.4
2011,6,54,A1B,287.3
2012,6,54,A1B,285.56
2013,6,54,A1B,286.76
2014,6,54,A1B,289.75
2015,6,54,A1B,283.09
2016,6,54,A1B,282.65
2017,6,54,A1B,284.35
2018,6,54,A1B,286.72
2019,6,54,A1B,286.05
2020,6,54,A1B,287.72
2021,6,54,A1B,287.06
2022,6,54,A1B,287.34
2023,6,54,A1B,283.33
2024,6,54,A1B,285.08
2025,6,54,A1B,285.21
2026,6,54,A1B,285.22
2027,6,54,A1B,284.11
2028,6,54,A1B,285.01
2029,6,54,A1B,288.16
2030,6,54,A1B,283.84
2031,6,54,A1B,288.34
2032,6,54,A1B,285.82
2033,6,54,A1B,291.06
2034,6,54,A1B,282.23
2035,6,54,A1B,284.66
2036,6,54,A1B,287.63
2037,6,54,A1B,288.63
2038,6,54,A1B,287.21
2039,6,54,A1B,287.5
2040,6,54,A1B,287.36
2041,6,54,A1B,286.9
2042,6,54,A1B,287.33
2043,6,54,A1B,285.98
2044,6,54,A1B,287.93
2045,6,54,A1B,290.94
2046,6,54,A1B,286.54
2047,6,54,A1B,287.28
2048,6,54,A1B,289.69
2049,6,54,A1B,289.53
2050,6,54,A1B,289.26
2051,6,54,A1B,291.79
2052,6,54,A1B,288.38
2053,6,54,A1B,286.27
2054,6,54,A1B,287.82
2055,6,54,A1B,287.01
2056,6,54,A1B,287.1
2057,6,54,A1B,286.67
2058,6,54,A1B,291.53
2059,6,54,A1B,288.56
2060,6,54,A1B,287.31
2061,6,54,A1B,285.38
2062,6,54,A1B,287.43
2063,6,54,A1B,288.99
2064,6,54,A1B,285.82
2065,6,54,A1B,288.98
2066,6,54,A1B,287.42
2067,6,54,A1B,286.58
2068,6,54,A1B,289.83
2069,6,54,A1B,287.51
2070,6,54,A1B,289.83
2071,6,54,A1B,288.5
2072,6,54,A1B,287.47
2073,6,54,A1B,286.21
2074,6,54,A1B,285.03
2075,6,54,A1B,286.74
2076,6,54,A1B,288.56
2077,6,54,A1B,287.14
2078,6,54,A1B,286.02
2079,6,54,A1B,288.45
2080,6,54,A1B,288.54
2081,6,54,A1B,287.27
2082,6,54,A1B,292.34
2083,6,54,A1B,289.9
2084,6,54,A1B,287.51
2085,6,54,A1B,285.54
2086,6,54,A1B,285.85
2087,6,54,A1B,287.95
2088,6,54,A1B,286.97
2089,6,54,A1B,288.78
2090,6,54,A1B,286.6
2091,6,54,A1B,286.92
2092,6,54,A1B,288.91
2093,6,54,A1B,289.5
2094,6,54,A1B,287.59
2095,6,54,A1B,288.19
2096,6,54,A1B,289.43
2097,6,54,A1B,286.65
2098,6,54,A1B,287.91
2099,6,54,A1B,289.79
2100,6,54,A1B,284.11
2001,7,54,A1B,287.27
2002,7,54,A1B,291.17
2003,7,54,A1B,289.52
2004,7,54,A1B,291.58
2005,7,54,A1B,290.54
2006,7,54,A1B,290.2
2007,7,54,A1B,289.47
2008,7,54,A1B,286.99
2009,7,54,A1B,290.92
2010,7,54,A1B,290.22
2011,7,54,A1B,288.91
2012,7,54,A1B,288.11
2013,7,54,A1B,292.12
2014,7,54,A1B,292.22
2015,7,54,A1B,287.4
2016,7,54,A1B,289.94
2017,7,54,A1B,289.49
2018,7,54,A1B,288.72
2019,7,54,A1B,288.01
2020,7,54,A1B,288.81
2021,7,54,A1B,289.29
2022,7,54,A1B,290.61
2023,7,54,A1B,287.6
2024,7,54,A1B,287.4
2025,7,54,A1B,286.63
2026,7,54,A1B,288.08
2027,7,54,A1B,287.29
2028,7,54,A1B,288.68
2029,7,54,A1B,289.44
2030,7,54,A1B,287.63
2031,7,54,A1B,289.76
2032,7,54,A1B,288.57
2033,7,54,A1B,288.58
2034,7,54,A1B,288.69
2035,7,54,A1B,289.05
2036,7,54,A1B,291.23
2037,7,54,A1B,291.35
2038,7,54,A1B,289.94
