year,month,latitude,scenario,temperature
2039,7,54,A1B,291.04
2040,7,54,A1B,286.74
2041,7,54,A1B,291.09
2042,7,54,A1B,291.44
2043,7,54,A1B,291.16
2044,7,54,A1B,293.04
2045,7,54,A1B,292.94
2046,7,54,A1B,291.94
2047,7,54,A1B,292.07
2048,7,54,A1B,290.09
2049,7,54,A1B,291.18
2050,7,54,A1B,296.13
2051,7,54,A1B,290.5
2052,7,54,A1B,293.95
2053,7,54,A1B,292.12
2054,7,54,A1B,292.27
2055,7,54,A1B,293.09
2056,7,54,A1B,288.83
2057,7,54,A1B,289.7
2058,7,54,A1B,290.9
2059,7,54,A1B,289.23
2060,7,54,A1B,294.68
2061,7,54,A1B,291.59
2062,7,54,A1B,290.87
2063,7,54,A1B,292.28
2064,7,54,A1B,293.12
2065,7,54,A1B,291.79
2066,7,54,A1B,290.75
2067,7,54,A1B,289.83
2068,7,54,A1B,290.2
2069,7,54,A1B,291.92
2070,7,54,A1B,292.22
2071,7,54,A1B,290.03
2072,7,54,A1B,288.76
2073,7,54,A1B,289.45
2074,7,54,A1B,289.85
2075,7,54,A1B,290.8
2076,7,54,A1B,293.94
2077,7,54,A1B,294.43
2078,7,54,A1B,289.71
2079,7,54,A1B,292
2080,7,54,A1B,289.9
2081,7,54,A1B,290.67
2082,7,54,A1B,291.6
2083,7,54,A1B,290.94
2084,7,54,A1B,291.45
2085,7,54,A1B,290.17
2086,7,54,A1B,292.06
2087,7,54,A1B,291.14
2088,7,54,A1B,291.73
2089,7,54,A1B,291.17
2090,7,54,A1B,292.71
2091,7,54,A1B,291.97
2092,7,54,A1B,289.56
2093,7,54,A1B,292.59
2094,7,54,A1B,293.02
2095,7,54,A1B,294.66
2096,7,54,A1B,292.58
2097,7,54,A1B,291.91
2098,7,54,A1B,293.84
2099,7,54,A1B,291.2
2100,7,54,A1B,292.64
2001,8,54,A1B,283.82
2002,8,54,A1B,286.66
2003,8,54,A1B,287.69
2004,8,54,A1B,290.44
2005,8,54,A1B,289.67
2006,8,54,A1B,284.81
2007,8,54,A1B,286.32
2008,8,54,A1B,286.33
2009,8,54,A1B,287.12
2010,8,54,A1B,287.83
2011,8,54,A1B,287.23
2012,8,54,A1B,285.12
2013,8,54,A1B,285.15
2014,8,54,A1B,289.29
2015,8,54,A1B,287.81
2016,8,54,A1B,287.16
2017,8,54,A1B,290.33
2018,8,54,A1B,288.95
2019,8,54,A1B,285.34
2020,8,54,A1B,288.99
2021,8,54,A1B,288.66
2022,8,54,A1B,288.78
2023,8,54,A1B,286.16
2024,8,54,A1B,288.27
2025,8,54,A1B,286.48
2026,8,54,A1B,287.81
2027,8,54,A1B,288.43
2028,8,54,A1B,286.18
2029,8,54,A1B,288.77
2030,8,54,A1B,284.73
2031,8,54,A1B,285.99
2032,8,54,A1B,285.34
2033,8,54,A1B,288.45
2034,8,54,A1B,286.82
2035,8,54,A1B,287.57
2036,8,54,A1B,288.43
2037,8,54,A1B,290.65
2038,8,54,A1B,286.05
2039,8,54,A1B,286.59
2040,8,54,A1B,287.11
2041,8,54,A1B,287.23
2042,8,54,A1B,288.35
2043,8,54,A1B,290.02
2044,8,54,A1B,290
2045,8,54,A1B,289.39
2046,8,54,A1B,293.12
2047,8,54,A1B,287.22
2048,8,54,A1B,288.02
2049,8,54,A1B,287.41
2050,8,54,A1B,292.8
2051,8,54,A1B,291.98
2052,8,54,A1B,291.33
2053,8,54,A1B,288.13
2054,8,54,A1B,290.3
2055,8,54,A1B,291.56
2056,8,54,A1B,290.98
2057,8,54,A1B,288.46
2058,8,54,A1B,291.11
2059,8,54,A1B,288.56
2060,8,54,A1B,289.17
2061,8,54,A1B,288.97
2062,8,54,A1B,288.38
2063,8,54,A1B,287.26
2064,8,54,A1B,290.49
2065,8,54,A1B,289.43
2066,8,54,A1B,289.81
2067,8,54,A1B,289.45
2068,8,54,A1B,288.63
2069,8,54,A1B,288.81
2070,8,54,A1B,288.84
2071,8,54,A1B,288.73
2072,8,54,A1B,285.78
2073,8,54,A1B,286.83
2074,8,54,A1B,288.83
2075,8,54,A1B,286.19
2076,8,54,A1B,286.88
2077,8,54,A1B,288.43
2078,8,54,A1B,290.25
2079,8,54,A1B,287.21
2080,8,54,A1B,285.95
2081,8,54,A1B,288.4
2082,8,54,A1B,287.8
2083,8,54,A1B,292.11
2084,8,54,A1B,288.74
2085,8,54,A1B,288.49
2086,8,54,A1B,292.15
2087,8,54,A1B,288.21
2088,8,54,A1B,289.14
2089,8,54,A1B,289.44
2090,8,54,A1B,288.14
2091,8,54,A1B,289.55
2092,8,54,A1B,288.98
2093,8,54,A1B,287.76
2094,8,54,A1B,289.78
2095,8,54,A1B,291.97
2096,8,54,A1B,296.31
2097,8,54,A1B,290.53
2098,8,54,A1B,289.27
2099,8,54,A1B,286.61
2100,8,54,A1B,290.87
2001,9,54,A1B,281.84
2002,9,54,A1B,279.9
2003,9,54,A1B,283.79
2004,9,54,A1B,282.69
2005,9,54,A1B,283.52
2006,9,54,A1B,277.96
2007,9,54,A1B,280.79
2008,9,54,A1B,279.54
2009,9,54,A1B,281.33
2010,9,54,A1B,279.42
2011,9,54,A1B,281.91
2012,9,54,A1B,282.06
2013,9,54,A1B,282.51
2014,9,54,A1B,280.12
2015,9,54,A1B,285.09
2016,9,54,A1B,280.64
2017,9,54,A1B,283.84
2018,9,54,A1B,279.44
2019,9,54,A1B,281.53
2020,9,54,A1B,280.63
2021,9,54,A1B,276.62
2022,9,54,A1B,284.29
2023,9,54,A1B,281.75
2024,9,54,A1B,278.71
2025,9,54,A1B,279.25
2026,9,54,A1B,283.16
2027,9,54,A1B,278.77
2028,9,54,A1B,280.04
2029,9,54,A1B,280.71
2030,9,54,A1B,281.21
2031,9,54,A1B,282.78
2032,9,54,A1B,280.26
2033,9,54,A1B,282.42
2034,9,54,A1B,282.6
2035,9,54,A1B,280.86
2036,9,54,A1B,284.76
2037,9,54,A1B,281.85
2038,9,54,A1B,280.95
2039,9,54,A1B,283.75
2040,9,54,A1B,282.9
2041,9,54,A1B,279.91
2042,9,54,A1B,278.01
2043,9,54,A1B,278.97
2044,9,54,A1B,282.08
2045,9,54,A1B,278.13
2046,9,54,A1B,283.99
2047,9,54,A1B,283.09
2048,9,54,A1B,283.36
2049,9,54,A1B,284.58
2050,9,54,A1B,283.91
2051,9,54,A1B,280.22
2052,9,54,A1B,286.75
2053,9,54,A1B,281.6
2054,9,54,A1B,282.47
2055,9,54,A1B,285.36
2056,9,54,A1B,285.04
2057,9,54,A1B,283.16
2058,9,54,A1B,280.99
2059,9,54,A1B,282.96
2060,9,54,A1B,279.83
2061,9,54,A1B,283.09
2062,9,54,A1B,285.09
2063,9,54,A1B,286.78
2064,9,54,A1B,284.9
2065,9,54,A1B,284.08
2066,9,54,A1B,282.78
2067,9,54,A1B,279.04
2068,9,54,A1B,281.13
2069,9,54,A1B,283.84
2070,9,54,A1B,278.99
2071,9,54,A1B,285.21
2072,9,54,A1B,283.25
2073,9,54,A1B,282.19
2074,9,54,A1B,281.14
2075,9,54,A1B,284.93
2076,9,54,A1B,282.8
2077,9,54,A1B,282.24
2078,9,54,A1B,283.11
2079,9,54,A1B,285.5
2080,9,54,A1B,282.96
2081,9,54,A1B,283.34
2082,9,54,A1B,286.12
2083,9,54,A1B,281.79
2084,9,54,A1B,282.92
2085,9,54,A1B,282.58
2086,9,54,A1B,281.4
2087,9,54,A1B,282.9
2088,9,54,A1B,281.47
2089,9,54,A1B,284.22
2090,9,54,A1B,281.51
2091,9,54,A1B,284.56
2092,9,54,A1B,282.97
2093,9,54,A1B,286.14
2094,9,54,A1B,284.29
2095,9,54,A1B,284.82
2096,9,54,A1B,284.51
2097,9,54,A1B,280.58
2098,9,54,A1B,282.52
2099,9,54,A1B,283.54
2100,9,54,A1B,284.83
2001,10,54,A1B,277.19
2002,10,54,A1B,273.03
2003,10,54,A1B,277.47
2004,10,54,A1B,271.84
2005,10,54,A1B,275.51
2006,10,54,A1B,274.31
2007,10,54,A1B,273.96
2008,10,54,A1B,276.4
2009,10,54,A1B,273.03
2010,10,54,A1B,274.02
2011,10,54,A1B,274.58
2012,10,54,A1B,275.25
2013,10,54,A1B,273.33
2014,10,54,A1B,273.79
2015,10,54,A1B,272.69
2016,10,54,A1B,274.2
2017,10,54,A1B,276.61
2018,10,54,A1B,271.13
2019,10,54,A1B,275.44
2020,10,54,A1B,272.79
2021,10,54,A1B,271.31
2022,10,54,A1B,275.24
2023,10,54,A1B,271.77
2024,10,54,A1B,274.34
2025,10,54,A1B,275.7
2026,10,54,A1B,275.01
2027,10,54,A1B,274.68
2028,10,54,A1B,274.75
2029,10,54,A1B,277.72
2030,10,54,A1B,273.21
2031,10,54,A1B,273.93
2032,10,54,A1B,276.09
2033,10,54,A1B,273.56
2034,10,54,A1B,276.54
2035,10,54,A1B,278.22
2036,10,54,A1B,275.28
2037,10,54,A1B,272.89
2038,10,54,A1B,275.77
2039,10,54,A1B,273.16
2040,10,54,A1B,276
2041,10,54,A1B,274.17
2042,10,54,A1B,276.81
2043,10,54,A1B,271.92
2044,10,54,A1B,275.61
2045,10,54,A1B,278.23
2046,10,54,A1B,273.99
2047,10,54,A1B,274.73
2048,10,54,A1B,277.29
2049,10,54,A1B,274.36
2050,10,54,A1B,272.58
2051,10,54,A1B,271.64
2052,10,54,A1B,272.63
2053,10,54,A1B,274.79
2054,10,54,A1B,275.08
2055,10,54,A1B,276.22
2056,10,54,A1B,277.4
2057,10,54,A1B,275.67
2058,10,54,A1B,272.2
2059,10,54,A1B,277.15
2060,10,54,A1B,277.1
2061,10,54,A1B,276.28
2062,10,54,A1B,273.28
2063,10,54,A1B,278.95
2064,10,54,A1B,273.08
2065,10,54,A1B,277.2
2066,10,54,A1B,279.19
2067,10,54,A1B,276.36
2068,10,54,A1B,273.39
2069,10,54,A1B,274.41
2070,10,54,A1B,274.55
2071,10,54,A1B,276.98
2072,10,54,A1B,278.45
2073,10,54,A1B,277.98
2074,10,54,A1B,277.37
2075,10,54,A1B,277.02
2076,10,54,A1B,275.51
2077,10,54,A1B,278.03
2078,10,54,A1B,276.33
2079,10,54,A1B,274.37
2080,10,54,A1B,277.71
2081,10,54,A1B,278.65
2082,10,54,A1B,279.63
2083,10,54,A1B,275.8
2084,10,54,A1B,278.76
2085,10,54,A1B,273.97
2086,10,54,A1B,271.78
2087,10,54,A1B,277.44
2088,10,54,A1B,277.85
2089,10,54,A1B,279.82
2090,10,54,A1B,278.79
2091,10,54,A1B,278.79
2092,10,54,A1B,279.79
2093,10,54,A1B,274.38
2094,10,54,A1B,275.15
2095,10,54,A1B,277.74
2096,10,54,A1B,277.23
2097,10,54,A1B,276.02
2098,10,54,A1B,280.43
2099,10,54,A1B,278.32
2100,10,54,A1B,275.37
2001,11,54,A1B,268.12
2002,11,54,A1B,268.93
2003,11,54,A1B,267.88
2004,11,54,A1B,268.78
2005,11,54,A1B,262.23
2006,11,54,A1B,260.88
2007,11,54,A1B,266.32
2008,11,54,A1B,270.92
2009,11,54,A1B,265.33
2010,11,54,A1B,268.37
2011,11,54,A1B,265.75
2012,11,54,A1B,268.49
2013,11,54,A1B,267.7
2014,11,54,A1B,268.41
2015,11,54,A1B,263.31
2016,11,54,A1B,263.67
2017,11,54,A1B,266.04
2018,11,54,A1B,266.5
2019,11,54,A1B,258.93
2020,11,54,A1B,265.78
2021,11,54,A1B,265.92
2022,11,54,A1B,265.66
2023,11,54,A1B,262.39
2024,11,54,A1B,267.93
2025,11,54,A1B,266.97
2026,11,54,A1B,266.66
2027,11,54,A1B,266.7
2028,11,54,A1B,264.55
2029,11,54,A1B,267.09
2030,11,54,A1B,266.3
2031,11,54,A1B,265.54
2032,11,54,A1B,266.65
2033,11,54,A1B,266.76
2034,11,54,A1B,266.4
2035,11,54,A1B,268.51
2036,11,54,A1B,266.5
2037,11,54,A1B,264.49
2038,11,54,A1B,262.35
2039,11,54,A1B,266.9
2040,11,54,A1B,269.4
2041,11,54,A1B,271.63
2042,11,54,A1B,266.26
2043,11,54,A1B,264.35
2044,11,54,A1B,268.94
2045,11,54,A1B,264.58
2046,11,54,A1B,265.95
2047,11,54,A1B,265.2
2048,11,54,A1B,266.72
2049,11,54,A1B,266.88
2050,11,54,A1B,264.41
2051,11,54,A1B,263.41
2052,11,54,A1B,269
2053,11,54,A1B,268.67
2054,11,54,A1B,272.7
2055,11,54,A1B,266.91
2056,11,54,A1B,273.05
2057,11,54,A1B,270.52
2058,11,54,A1B,266.06
2059,11,54,A1B,267.84
2060,11,54,A1B,268.23
2061,11,54,A1B,271.45
2062,11,54,A1B,267.74
2063,11,54,A1B,268.27
2064,11,54,A1B,266.67
2065,11,54,A1B,271.86
2066,11,54,A1B,270.3
2067,11,54,A1B,269.26
2068,11,54,A1B,271.64
2069,11,54,A1B,268.51
2070,11,54,A1B,268.03
2071,11,54,A1B,270.67
2072,11,54,A1B,271.05
2073,11,54,A1B,266.29
2074,11,54,A1B,267.67
2075,11,54,A1B,271.87
2076,11,54,A1B,270
2077,11,54,A1B,268.4
2078,11,54,A1B,267.65
2079,11,54,A1B,267.11
2080,11,54,A1B,270.15
2081,11,54,A1B,268.5
2082,11,54,A1B,267.29
2083,11,54,A1B,266.37
2084,11,54,A1B,271.1
2085,11,54,A1B,269.16
2086,11,54,A1B,267.08
2087,11,54,A1B,273.36
2088,11,54,A1B,268
2089,11,54,A1B,267.96
2090,11,54,A1B,271.27
2091,11,54,A1B,269.39
2092,11,54,A1B,271.3
2093,11,54,A1B,269.47
2094,11,54,A1B,271.62
2095,11,54,A1B,263.3
2096,11,54,A1B,268.91
2097,11,54,A1B,269.27
2098,11,54,A1B,270.42
2099,11,54,A1B,271.33
2100,11,54,A1B,272.72
2001,12,54,A1B,258.81
2002,12,54,A1B,256.05
2003,12,54,A1B,257.74
2004,12,54,A1B,259.55
2005,12,54,A1B,253.37
2006,12,54,A1B,265.14
2007,12,54,A1B,251.59
2008,12,54,A1B,255.48
2009,12,54,A1B,263.23
2010,12,54,A1B,260.97
2011,12,54,A1B,252.91
2012,12,54,A1B,257.49
2013,12,54,A1B,260.54
2014,12,54,A1B,259.33
2015,12,54,A1B,257.97
2016,12,54,A1B,258.88
2017,12,54,A1B,262.13
2018,12,54,A1B,252.38
2019,12,54,A1B,257.48
2020,12,54,A1B,257.04
2021,12,54,A1B,253.76
2022,12,54,A1B,255.77
2023,12,54,A1B,254.61
2024,12,54,A1B,258.22
2025,12,54,A1B,261.2
2026,12,54,A1B,261.53
2027,12,54,A1B,257.97
2028,12,54,A1B,254.45
2029,12,54,A1B,260.34
2030,12,54,A1B,257.16
2031,12,54,A1B,253.76
2032,12,54,A1B,258.3
2033,12,54,A1B,263.23
2034,12,54,A1B,261.59
2035,12,54,A1B,255.51
2036,12,54,A1B,259.23
2037,12,54,A1B,258.29
2038,12,54,A1B,260.47
2039,12,54,A1B,259.58
2040,12,54,A1B,255.37
2041,12,54,A1B,262.63
2042,12,54,A1B,262.28
2043,12,54,A1B,259.91
2044,12,54,A1B,264.94
2045,12,54,A1B,262
2046,12,54,A1B,260.16
2047,12,54,A1B,260.85
2048,12,54,A1B,251.05
2049,12,54,A1B,261.64
2050,12,54,A1B,259.45
2051,12,54,A1B,260.35
2052,12,54,A1B,259.67
2053,12,54,A1B,257.53
2054,12,54,A1B,265.07
2055,12,54,A1B,257.05
2056,12,54,A1B,266.1
2057,12,54,A1B,264.24
2058,12,54,A1B,257.71
2059,12,54,A1B,260.56
2060,12,54,A1B,263.98
2061,12,54,A1B,261.23
2062,12,54,A1B,259.63
2063,12,54,A1B,260.15
2064,12,54,A1B,261.76
2065,12,54,A1B,265.43
2066,12,54,A1B,267.39
2067,12,54,A1B,268.03
2068,12,54,A1B,260.92
2069,12,54,A1B,267.38
2070,12,54,A1B,263.02
2071,12,54,A1B,260.5
2072,12,54,A1B,265.61
2073,12,54,A1B,257.66
2074,12,54,A1B,262.39
2075,12,54,A1B,259.81
2076,12,54,A1B,266.33
2077,12,54,A1B,260.93
2078,12,54,A1B,263.07
2079,12,54,A1B,262
2080,12,54,A1B,254.65
2081,12,54,A1B,265.07
2082,12,54,A1B,264.85
2083,12,54,A1B,268.33
2084,12,54,A1B,265.4
2085,12,54,A1B,258.84
2086,12,54,A1B,257.46
2087,12,54,A1B,262.53
2088,12,54,A1B,262.27
2089,12,54,A1B,261.97
2090,12,54,A1B,265.75
2091,12,54,A1B,262.38
2092,12,54,A1B,260.73
2093,12,54,A1B,259.92
2094,12,54,A1B,254.49
2095,12,54,A1B,261.93
2096,12,54,A1B,269.7
2097,12,54,A1B,261.93
2098,12,54,A1B,261.89
2099,12,54,A1B,263.9
2100,12,54,A1B,265.8
2001,1,57,A1B,248.8
2002,1,57,A1B,247.04
2003,1,57,A1B,244.91
2004,1,57,A1B,247.08
2005,1,57,A1B,253.82
2006,1,57,A1B,249.59
2007,1,57,A1B,255.78
2008,1,57,A1B,247.61
2009,1,57,A1B,248.65
2010,1,57,A1B,244.34
2011,1,57,A1B,249.48
2012,1,57,A1B,248.9
2013,1,57,A1B,253.32
2014,1,57,A1B,249.12
2015,1,57,A1B,245.9
2016,1,57,A1B,248.62
2017,1,57,A1B,249.31
2018,1,57,A1B,256.38
2019,1,57,A1B,242.63
2020,1,57,A1B,244.77
2021,1,57,A1B,255.1
2022,1,57,A1B,256.94
2023,1,57,A1B,252.38
2024,1,57,A1B,248.12
2025,1,57,A1B,251.98
2026,1,57,A1B,254.47
2027,1,57,A1B,248.47
2028,1,57,A1B,248.98
2029,1,57,A1B,247.92
2030,1,57,A1B,247.42
2031,1,57,A1B,248.59
2032,1,57,A1B,259.81
2033,1,57,A1B,254.81
2034,1,57,A1B,251.23
2035,1,57,A1B,254.3
2036,1,57,A1B,257.09
2037,1,57,A1B,252.48
2038,1,57,A1B,248.92
2039,1,57,A1B,254.75
2040,1,57,A1B,245.59
2041,1,57,A1B,243.76
2042,1,57,A1B,251.59
2043,1,57,A1B,252.18
2044,1,57,A1B,249.62
2045,1,57,A1B,253.38
2046,1,57,A1B,252.53
2047,1,57,A1B,250.9
2048,1,57,A1B,253.26
2049,1,57,A1B,247.06
2050,1,57,A1B,247.24
2051,1,57,A1B,249.54
2052,1,57,A1B,254.57
2053,1,57,A1B,252.82
2054,1,57,A1B,251.55
2055,1,57,A1B,254.59
2056,1,57,A1B,244.66
2057,1,57,A1B,254.49
2058,1,57,A1B,255.96
2059,1,57,A1B,251.87
2060,1,57,A1B,253.23
2061,1,57,A1B,251.52
2062,1,57,A1B,259.23
2063,1,57,A1B,252.88
2064,1,57,A1B,250.31
2065,1,57,A1B,248.38
2066,1,57,A1B,255.87
2067,1,57,A1B,249.14
2068,1,57,A1B,260.16
2069,1,57,A1B,254.28
2070,1,57,A1B,264.22
2071,1,57,A1B,253.39
2072,1,57,A1B,248.99
2073,1,57,A1B,245.76
2074,1,57,A1B,255.76
2075,1,57,A1B,255.52
2076,1,57,A1B,254.43
2077,1,57,A1B,253.89
2078,1,57,A1B,256.24
2079,1,57,A1B,253.7
2080,1,57,A1B,252.43
2081,1,57,A1B,253.72
2082,1,57,A1B,257.58
2083,1,57,A1B,259.01
2084,1,57,A1B,258.27
2085,1,57,A1B,251.42
2086,1,57,A1B,257.76
2087,1,57,A1B,260.93
2088,1,57,A1B,249.22
2089,1,57,A1B,258.19
2090,1,57,A1B,251.25
2091,1,57,A1B,261.59
2092,1,57,A1B,263.37
2093,1,57,A1B,254.91
2094,1,57,A1B,253
2095,1,57,A1B,254.36
2096,1,57,A1B,258.74
2097,1,57,A1B,261.67
2098,1,57,A1B,260.54
2099,1,57,A1B,260.43
2100,1,57,A1B,255.83
2001,2,57,A1B,251.48
2002,2,57,A1B,247.88
2003,2,57,A1B,249.2
2004,2,57,A1B,246.7
2005,2,57,A1B,248.74
2006,2,57,A1B,243.7
2007,2,57,A1B,255.65
2008,2,57,A1B,246.98
2009,2,57,A1B,251.56
2010,2,57,A1B,246.63
2011,2,57,A1B,253.4
2012,2,57,A1B,242.66
2013,2,57,A1B,257.32
2014,2,57,A1B,252.4
2015,2,57,A1B,258.66
2016,2,57,A1B,248
2017,2,57,A1B,251.34
2018,2,57,A1B,258.9
2019,2,57,A1B,248.34
2020,2,57,A1B,253.39
2021,2,57,A1B,246.69
2022,2,57,A1B,253.57
2023,2,57,A1B,250.18
2024,2,57,A1B,250.03
2025,2,57,A1B,254.31
2026,2,57,A1B,243.07
2027,2,57,A1B,255.98
2028,2,57,A1B,257.32
2029,2,57,A1B,250.17
2030,2,57,A1B,248.1
2031,2,57,A1B,256.75
2032,2,57,A1B,250.09
2033,2,57,A1B,250.29
2034,2,57,A1B,256.46
2035,2,57,A1B,248.95
2036,2,57,A1B,251.35
2037,2,57,A1B,252.84
2038,2,57,A1B,251.11
2039,2,57,A1B,254.15
2040,2,57,A1B,254.46
2041,2,57,A1B,245.84
2042,2,57,A1B,248.25
2043,2,57,A1B,247.58
2044,2,57,A1B,250.2
2045,2,57,A1B,250.41
2046,2,57,A1B,242.03
2047,2,57,A1B,250.96
2048,2,57,A1B,259.41
2049,2,57,A1B,256.37
2050,2,57,A1B,257.01
2051,2,57,A1B,260.94
2052,2,57,A1B,255.8
2053,2,57,A1B,256.93
2054,2,57,A1B,255.16
2055,2,57,A1B,255.01
2056,2,57,A1B,252.65
2057,2,57,A1B,250.79
2058,2,57,A1B,261.48
2059,2,57,A1B,253.11
2060,2,57,A1B,256.1
2061,2,57,A1B,257.29
2062,2,57,A1B,257.81
2063,2,57,A1B,255.89
2064,2,57,A1B,256
2065,2,57,A1B,254.52
2066,2,57,A1B,260.51
2067,2,57,A1B,259.41
2068,2,57,A1B,259
2069,2,57,A1B,248.49
2070,2,57,A1B,252.92
2071,2,57,A1B,253.14
2072,2,57,A1B,249.51
2073,2,57,A1B,250.61
2074,2,57,A1B,250.82
2075,2,57,A1B,252.1
2076,2,57,A1B,257.68
2077,2,57,A1B,260.87
2078,2,57,A1B,257.38
2079,2,57,A1B,263.82
2080,2,57,A1B,247.13
2081,2,57,A1B,259.53
2082,2,57,A1B,255.29
2083,2,57,A1B,260.28
2084,2,57,A1B,261.12
2085,2,57,A1B,255.44
2086,2,57,A1B,256.79
2087,2,57,A1B,261.83
2088,2,57,A1B,249.56
2089,2,57,A1B,256.62
2090,2,57,A1B,252.79
2091,2,57,A1B,256.53
2092,2,57,A1B,260.81
2093,2,57,A1B,246.32
2094,2,57,A1B,259.55
2095,2,57,A1B,257
2096,2,57,A1B,256.53
2097,2,57,A1B,256.79
2098,2,57,A1B,250.41
2099,2,57,A1B,260.32
2100,2,57,A1B,258.02
2001,3,57,A1B,252.23
2002,3,57,A1B,255.92
2003,3,57,A1B,253.55
2004,3,57,A1B,262.79
2005,3,57,A1B,260.68
2006,3,57,A1B,258.93
2007,3,57,A1B,251.79
2008,3,57,A1B,265.4
2009,3,57,A1B,259.24
2010,3,57,A1B,252.28
2011,3,57,A1B,259.51
2012,3,57,A1B,257.85
2013,3,57,A1B,259.43
2014,3,57,A1B,258.92
2015,3,57,A1B,265.97
2016,3,57,A1B,257.47
2017,3,57,A1B,258.56
2018,3,57,A1B,264.71
2019,3,57,A1B,251.62
2020,3,57,A1B,262.16
2021,3,57,A1B,258.43
2022,3,57,A1B,254.71
2023,3,57,A1B,262.09
2024,3,57,A1B,255.49
2025,3,57,A1B,265.45
2026,3,57,A1B,256.05
2027,3,57,A1B,263.34
2028,3,57,A1B,251.27
2029,3,57,A1B,254.09
2030,3,57,A1B,261.02
2031,3,57,A1B,265.2
2032,3,57,A1B,255.44
2033,3,57,A1B,262.31
2034,3,57,A1B,255.6
2035,3,57,A1B,257.6
2036,3,57,A1B,266.23
2037,3,57,A1B,257.66
2038,3,57,A1B,257.76
2039,3,57,A1B,252.94
2040,3,57,A1B,255.1
2041,3,57,A1B,262.77
2042,3,57,A1B,255.05
2043,3,57,A1B,258.23
2044,3,57,A1B,259.62
2045,3,57,A1B,258.89
2046,3,57,A1B,261.58
2047,3,57,A1B,261.86
2048,3,57,A1B,260.74
2049,3,57,A1B,263.97
2050,3,57,A1B,257.13
2051,3,57,A1B,256.77
2052,3,57,A1B,265.89
2053,3,57,A1B,264.61
2054,3,57,A1B,265.56
2055,3,57,A1B,263.44
2056,3,57,A1B,259.34
2057,3,57,A1B,257.01
2058,3,57,A1B,259.69
2059,3,57,A1B,255.62
2060,3,57,A1B,257.71
2061,3,57,A1B,258.76
2062,3,57,A1B,255.46
2063,3,57,A1B,260.86
2064,3,57,A1B,260.69
2065,3,57,A1B,262.18
2066,3,57,A1B,261.12
2067,3,57,A1B,262.92
2068,3,57,A1B,262.03
2069,3,57,A1B,259.04
2070,3,57,A1B,261.63
2071,3,57,A1B,255.98
2072,3,57,A1B,256.82
2073,3,57,A1B,261.6
2074,3,57,A1B,261.06
2075,3,57,A1B,270.21
2076,3,57,A1B,261.55
2077,3,57,A1B,258.23
2078,3,57,A1B,257.47
2079,3,57,A1B,265.07
2080,3,57,A1B,255.68
2081,3,57,A1B,261.29
2082,3,57,A1B,261.6
2083,3,57,A1B,268.68
2084,3,57,A1B,263.21
2085,3,57,A1B,252.76
2086,3,57,A1B,262.28
2087,3,57,A1B,262.59
2088,3,57,A1B,267.03
2089,3,57,A1B,266.74
2090,3,57,A1B,263.8
2091,3,57,A1B,269.13
2092,3,57,A1B,260.97
2093,3,57,A1B,264.52
2094,3,57,A1B,264.98
2095,3,57,A1B,260.76
2096,3,57,A1B,263.62
2097,3,57,A1B,258.44
2098,3,57,A1B,258.51
2099,3,57,A1B,260.42
2100,3,57,A1B,251.61
2001,4,57,A1B,271.18
2002,4,57,A1B,269.82
2003,4,57,A1B,270.8
2004,4,57,A1B,271.34
2005,4,57,A1B,267.38
2006,4,57,A1B,271.25
2007,4,57,A1B,268.21
2008,4,57,A1B,269.16
2009,4,57,A1B,273.9
2010,4,57,A1B,269.13
2011,4,57,A1B,271.72
2012,4,57,A1B,271.53
2013,4,57,A1B,268.32
2014,4,57,A1B,273.18
2015,4,57,A1B,271.17
2016,4,57,A1B,270.73
2017,4,57,A1B,269.27
2018,4,57,A1B,272.56
2019,4,57,A1B,269.64
2020,4,57,A1B,266.71
2021,4,57,A1B,267.17
2022,4,57,A1B,275.38
2023,4,57,A1B,265.63
2024,4,57,A1B,268.09
2025,4,57,A1B,268.8
2026,4,57,A1B,271.96
2027,4,57,A1B,265.75
2028,4,57,A1B,264.98
2029,4,57,A1B,266.93
2030,4,57,A1B,275.12
2031,4,57,A1B,271.15
2032,4,57,A1B,270.13
2033,4,57,A1B,268.71
2034,4,57,A1B,263.72
2035,4,57,A1B,274.87
2036,4,57,A1B,266.67
2037,4,57,A1B,271.34
2038,4,57,A1B,269.41
2039,4,57,A1B,274.76
2040,4,57,A1B,263.96
2041,4,57,A1B,267.57
2042,4,57,A1B,268.02
2043,4,57,A1B,268.69
2044,4,57,A1B,272.07
2045,4,57,A1B,274.72
2046,4,57,A1B,272.63
2047,4,57,A1B,268.82
2048,4,57,A1B,268.16
2049,4,57,A1B,272.42
2050,4,57,A1B,268.05
2051,4,57,A1B,264.93
2052,4,57,A1B,273.44
2053,4,57,A1B,262.15
2054,4,57,A1B,273.44
2055,4,57,A1B,273.61
2056,4,57,A1B,267.26
2057,4,57,A1B,265.43
2058,4,57,A1B,268.6
2059,4,57,A1B,273.3
2060,4,57,A1B,266.1
2061,4,57,A1B,274.09
2062,4,57,A1B,275.9
2063,4,57,A1B,267.29
2064,4,57,A1B,269.25
2065,4,57,A1B,271.75
2066,4,57,A1B,270.07
2067,4,57,A1B,272.55
2068,4,57,A1B,273.37
2069,4,57,A1B,270.94
2070,4,57,A1B,272.16
2071,4,57,A1B,270.21
2072,4,57,A1B,273.37
